ID,Source,Section,Line,SourceRole,SourceStatus,OriginalText
SRC-0707,docs/plan-audit-2026-09-22.md,VanVenture – unabhängiger Plan-Audit,3,requirement-or-reference,Not explicit,"Stand: 22. September 2026 Prüfziel: Alle Dokumente mit Plan-, Phasen-, Status- oder offenen Aufgabenangaben gegen lokalen Code, Tests und den Produktionsdatenbestand abgleichen. Dieses Dokument ist ein Prüfprotokoll, keine zusätzliche Roadmap. Der [verbindliche Gesamtplan](ausbauplan.md) bleibt die einzige aktive Arbeitsliste."
SRC-0708,docs/plan-audit-2026-09-22.md,VanVenture – unabhängiger Plan-Audit / Geprüfte Quellen,12,requirement-or-reference,Not explicit,| Quelle | Rolle | Ergebnis |
SRC-0709,docs/plan-audit-2026-09-22.md,VanVenture – unabhängiger Plan-Audit / Geprüfte Quellen,14,requirement-or-reference,Not explicit,| `ausbauplan.md` | Aktiver Gesamtplan | Korrigiert und ergänzt; siehe „Übernommene Lücken“. |
SRC-0710,docs/plan-audit-2026-09-22.md,VanVenture – unabhängiger Plan-Audit / Geprüfte Quellen,15,requirement-or-reference,Not explicit,| `vorhaben-uebersicht.md` | Frühere Übersicht | Keine eigenen Aufgaben mehr; verweist korrekt auf den Gesamtplan. |
SRC-0711,docs/plan-audit-2026-09-22.md,VanVenture – unabhängiger Plan-Audit / Geprüfte Quellen,16,requirement-or-reference,Not explicit,| `content-plan-90-tage.md` | Audit-V1-Planungsstand | Keine eigenen Aufgaben mehr; Testtitel und Analysewerte stimmen mit Audit V1 überein. |
SRC-0712,docs/plan-audit-2026-09-22.md,VanVenture – unabhängiger Plan-Audit / Geprüfte Quellen,17,requirement-or-reference,Not explicit,| `channel-audit-v1.md` | Analysequelle | Werte stimmen mit Produktionsklassifikation und Exportstichtag überein. |
SRC-0713,docs/plan-audit-2026-09-22.md,VanVenture – unabhängiger Plan-Audit / Geprüfte Quellen,18,requirement-or-reference,Not explicit,| `vanventure-cockpit-mvp.md` | Rollout-/Phasennachweis | Gemeinsamer Google-Login ist live abgenommen; der vollständige Aufgabenblock steht im Gesamtplan. |
SRC-0714,docs/plan-audit-2026-09-22.md,VanVenture – unabhängiger Plan-Audit / Geprüfte Quellen,19,requirement-or-reference,Not explicit,| `vanventure-cockpit-plan.md` | Technische Referenz | Fehlende Umsetzungsreste wurden in den Gesamtplan übernommen. |
SRC-0715,docs/plan-audit-2026-09-22.md,VanVenture – unabhängiger Plan-Audit / Geprüfte Quellen,20,requirement-or-reference,Not explicit,"| `creator-system.md` | Wiederverwendbare Checkliste | Die offenen Kästchen sind absichtlich je Reise/Projekt zu verwenden, keine offenen Entwicklungsaufgaben. |"
SRC-0716,docs/plan-audit-2026-09-22.md,VanVenture – unabhängiger Plan-Audit / Geprüfte Quellen,21,requirement-or-reference,Not explicit,"| `seo.md`, `riverstar/entwurf.md`, `betrieb.md` | Fach- und Betriebsreferenzen | Offene operative Punkte sind im Gesamtplan abgebildet. |"
SRC-0717,docs/plan-audit-2026-09-22.md,VanVenture – unabhängiger Plan-Audit / Produktions- und Codeabgleich,25,requirement-or-reference,Not explicit,| Prüfung | Belegtes Ergebnis | Planstatus |
SRC-0718,docs/plan-audit-2026-09-22.md,VanVenture – unabhängiger Plan-Audit / Produktions- und Codeabgleich,27,requirement-or-reference,Done/Existing (source wording; verify),"| Video-Klassifikation | Produktion: 2 `short`, 4 `legacy_clip`, 19 `longform` | Erledigt, durchgestrichen. |"
SRC-0719,docs/plan-audit-2026-09-22.md,VanVenture – unabhängiger Plan-Audit / Produktions- und Codeabgleich,28,requirement-or-reference,Done/Existing (source wording; verify),"| Redaktionsentscheidungen | Produktion: 7 `keep`, 9 `repackage`, 9 `do_not_pursue` | Erledigt, durchgestrichen. |"
SRC-0720,docs/plan-audit-2026-09-22.md,VanVenture – unabhängiger Plan-Audit / Produktions- und Codeabgleich,29,requirement-or-reference,Open/Blocked (source wording),"| Planner | Produktion: 36 `idea`, 2 `validated`, 1 `briefed`; der VAN-Test „GCS nach einem Jahr“ enthält einen verbindlichen Brief und 24 geschätzte Stunden, `actual_hours` bleibt leer | VAN-Brief erledigt; EXPLORE, MOVE und die spätere Auswertung bleiben offen. |"
SRC-0721,docs/plan-audit-2026-09-22.md,VanVenture – unabhängiger Plan-Audit / Produktions- und Codeabgleich,30,requirement-or-reference,Open/Blocked (source wording),| Master Context | Produktion: 10 freigegebene VAN-/GCS-Fakten | Erste geprüfte Fakten erledigt; Fakten zu EXPLORE und MOVE bleiben offen. |
SRC-0722,docs/plan-audit-2026-09-22.md,VanVenture – unabhängiger Plan-Audit / Produktions- und Codeabgleich,31,requirement-or-reference,Open/Blocked (source wording),| Traffic/Retention | Produktion: 46 Traffic- und 200 Retention-Zeilen | Erfassung erledigt; Darstellung und fachliche Auswertung bleiben offen. |
SRC-0723,docs/plan-audit-2026-09-22.md,VanVenture – unabhängiger Plan-Audit / Produktions- und Codeabgleich,32,requirement-or-reference,Done/Existing (source wording; verify),"| Audit V1 | Flow Trail 986 öffentliche Views; Norwegen 108 und Sardinien 38 Minuten Watchtime/365 Tage; Trolltunga 149 Views bis Tagesabschluss, 120 aus Shorts-Feed | Erledigt, als Analysegrundlage im Gesamtplan geführt. |"
SRC-0724,docs/plan-audit-2026-09-22.md,VanVenture – unabhängiger Plan-Audit / Produktions- und Codeabgleich,33,requirement-or-reference,Done/Existing (source wording; verify),"| Gemeinsamer Google-Login | Additive Google-Provider-/`sub`-/E-Mail-Daten, allowlist-geprüfte `/api/auth/google/*`-Routen und getrennte Konfigurationsnamen sind implementiert. Lokal sind 18 Tests grün; live antworten `/healthz`, `/redaktion` und `/cockpit` mit 200, der OAuth-Start leitet zu Google weiter. Anmeldung mit einem freigegebenen sowie Ablehnung eines nicht freigegebenen Google-Kontos sind live abgenommen. Der SSH-Hostschlüssel des Contabo-Servers wurde über dessen VNC-Konsole verifiziert und der Vertrauenseintrag aktualisiert. | Abgeschlossen; zwei Admin-Adressen und der separate Client sind privat hinterlegt. |"
SRC-0725,docs/plan-audit-2026-09-22.md,VanVenture – unabhängiger Plan-Audit / Produktions- und Codeabgleich,34,requirement-or-reference,Done/Existing (source wording; verify),"| Private Benutzerverwaltung | Eigener linker Navigationspunkt für Administratoren führt auf die geschützte Seite `/benutzerverwaltung`; Redaktionskonten sehen ihn nicht. | Am 22. September nach Webdienst-Neustart mit `/healthz`, Redaktion, Cockpit und Benutzerverwaltung live geprüft; PostgreSQL und Caddy blieben unverändert. |"
SRC-0726,docs/plan-audit-2026-09-22.md,VanVenture – unabhängiger Plan-Audit / Produktions- und Codeabgleich,35,requirement-or-reference,Done/Existing (source wording; verify),"| Sitzungsspeicherung | Sitzungen liegen gehasht mit Ablauf und CSRF-Wert in PostgreSQL; `auth_version`, Sperrung und Abmeldung prüfen bzw. widerrufen sie serverseitig | Erledigt und im gemeinsamen Google-Login live abgenommen. |"
SRC-0727,docs/plan-audit-2026-09-22.md,VanVenture – unabhängiger Plan-Audit / Produktions- und Codeabgleich,36,requirement-or-reference,Not explicit,| YouTube trennen | Technische Referenz fordert `POST /api/cockpit/youtube/disconnect`; Route/Umsetzung fehlt | Offen und ergänzt. |
SRC-0728,docs/plan-audit-2026-09-22.md,VanVenture – unabhängiger Plan-Audit / Produktions- und Codeabgleich,37,requirement-or-reference,Not explicit,"| Kanalimport | Code paginiert, beendet aber bei 500 Videos | Offen und ergänzt. |"
SRC-0729,docs/plan-audit-2026-09-22.md,VanVenture – unabhängiger Plan-Audit / Produktions- und Codeabgleich,38,requirement-or-reference,Not explicit,| Planmetriken | Technische Referenz nennt `content_item_metrics`; Tabelle/CRUD fehlen | Offen und ergänzt. |
SRC-0730,docs/plan-audit-2026-09-22.md,VanVenture – unabhängiger Plan-Audit / Produktions- und Codeabgleich,39,requirement-or-reference,Not explicit,"| Kajak-Hero und -Galerie | Gespiegeltes Fjordbild mit Boot rechts, Verlauf und freigegebener Hero-Einleitung; 14 veröffentlichte Galeriebilder mit dokumentierter Herkunft und anonymisierten Kennzeichen. Die drei Bilder mit Kind sind ausdrücklich für die Galerie freigegeben. | Nach einer beim Hero-Umbau entdeckten Entfernung gemeinsam wiederhergestellt und am 22. September erneut live auf `https://vanventure.at/kajak.html` einschließlich Vollansicht geprüft. Die automatisierte Inhaltsprüfung sichert alle sieben öffentlichen Seiten mit ihren Kernmodulen, Galerien, Kachelzahlen, Bilddateien, Canonical- und internen Seitenlinks; beim Kajak zusätzlich alle verbindlichen Hero-Merkmale und die lückenlose Bildfolge 01–14. |"
SRC-0731,docs/plan-audit-2026-09-22.md,VanVenture – unabhängiger Plan-Audit / Produktions- und Codeabgleich,40,requirement-or-reference,Not explicit,"| Galerie-Default | Jede öffentliche Inhalts-Unterseite erhält eine Galerie; Ausnahmen müssen für die jeweilige Seite ausdrücklich entschieden und im Gesamtplan festgehalten sein | Mit der Freigabe von Design Guide V1 am 22. September verbindlich und auf Kajak, Fahrzeug, Ausrüstungsübersicht, Radübersicht sowie Reisegalerien live umgesetzt. Die fünf ausdrücklich benannten Radprofile bleiben die einzige vorläufige Ausnahme. |"
SRC-0732,docs/plan-audit-2026-09-22.md,VanVenture – unabhängiger Plan-Audit / Produktions- und Codeabgleich,41,requirement-or-reference,Done/Existing (source wording; verify),"| Fahrzeuggalerie | Drei geprüfte Fahrzeugbilder, inklusive einer anonymisierten Frontansicht, als klickbare Galerie mit gemeinsamem Foto-Viewer | Am 22. September nach Webdienst-Neustart auf `https://vanventure.at/vehicle.html` mit HTTP 200 live geprüft. |"
SRC-0733,docs/plan-audit-2026-09-22.md,VanVenture – unabhängiger Plan-Audit / Produktions- und Codeabgleich,42,requirement-or-reference,Done/Existing (source wording; verify),"| Ausrüstung → Räder | Ausrüstungsübersicht, Radübersicht und fünf klar unvollständige Profile für Cube, Scott, Trek, Woom 2 und Diamant angelegt | Am 22. September nach Webdienst-Neustart auf `https://vanventure.at/ausruestung.html`, der Radübersicht und allen fünf Profilen mit HTTP 200 live geprüft. Die Ausrüstungsübersicht erfüllt Hero- und Galerie-Standard samt mobiler Lesefläche und klickbaren Bildern. Die fünf Profile sind `noindex` und haben bis zur Auswahl freigegebener Originalbilder eine ausdrücklich dokumentierte, vorläufige Galerie-Ausnahme. |"
SRC-0734,docs/plan-audit-2026-09-22.md,VanVenture – unabhängiger Plan-Audit / Produktions- und Codeabgleich,43,requirement-or-reference,Not explicit,"| Englische redaktionelle Inhalte | Kajak/Riverstar, Ausrüstung und Räder nutzen eine geprüfte, rückschaltbare Übersetzungslogik für ihre Fließtexte, Karten und Überschriften | Am 22. September nach Webdienst-Neustart auf `https://vanventure.at/kajak.html`, `ausruestung.html` und `bike.html` live mit EN und Rückwechsel auf DE geprüft. |"
SRC-0735,docs/plan-audit-2026-09-22.md,VanVenture – unabhängiger Plan-Audit / Produktions- und Codeabgleich,44,requirement-or-reference,Not explicit,| Benutzerverwaltung | Der alte Verwaltungszugang im Kopf der Redaktion und sein Dialog entfernt | Am 22. September nach Webdienst-Neustart geprüft: Die Benutzerverwaltung ist nur noch für Administratoren über die gemeinsame private Seitenleiste auf der eigenen geschützten Seite `/benutzerverwaltung` erreichbar; „Abmelden“ steht direkt unter der Kontoanzeige. |
SRC-0736,docs/plan-audit-2026-09-22.md,VanVenture – unabhängiger Plan-Audit / Übernommene Lücken,48,requirement-or-reference,Not explicit,"Die folgenden Punkte waren in Referenzen vorhanden oder durch Code/Produktion belegt, fehlten aber zuvor im Gesamtplan. Sie wurden als offene Punkte ergänzt:"
SRC-0737,docs/plan-audit-2026-09-22.md,VanVenture – unabhängiger Plan-Audit / Übernommene Lücken,51,requirement-or-reference,Not explicit,"1. gemeinsamer Google-Login inklusive Freigabeliste, Datenmodell, Sitzungen, UI, Audit-Log und Tests;"
SRC-0738,docs/plan-audit-2026-09-22.md,VanVenture – unabhängiger Plan-Audit / Übernommene Lücken,53,requirement-or-reference,Not explicit,"2. Sitzungsanforderung bei Neustart, Sperrung und Rollenänderung;"
SRC-0739,docs/plan-audit-2026-09-22.md,VanVenture – unabhängiger Plan-Audit / Übernommene Lücken,54,requirement-or-reference,Not explicit,3. Entfernen und Testen der 500-Video-Grenze;
SRC-0740,docs/plan-audit-2026-09-22.md,VanVenture – unabhängiger Plan-Audit / Übernommene Lücken,55,requirement-or-reference,Not explicit,4. YouTube-OAuth sicher trennen/widerrufen und auditieren;
SRC-0741,docs/plan-audit-2026-09-22.md,VanVenture – unabhängiger Plan-Audit / Übernommene Lücken,56,requirement-or-reference,Not explicit,5. strukturierte `content_item_metrics` für Ziel-/Ist-Werte;
SRC-0742,docs/plan-audit-2026-09-22.md,VanVenture – unabhängiger Plan-Audit / Übernommene Lücken,57,requirement-or-reference,Done/Existing (source wording; verify),6. erste geprüfte Master-Context-Fakten; **erledigt für den VAN-Test:** zehn freigegebene GCS-Fakten sind in Produktion gespeichert. EXPLORE und MOVE bleiben im Gesamtplan offen;
SRC-0743,docs/plan-audit-2026-09-22.md,VanVenture – unabhängiger Plan-Audit / Übernommene Lücken,60,requirement-or-reference,Not explicit,7. ungeklärter Ort der Riverstar-Uferbilder und konkrete Kritik an den Schwimmwesten.
SRC-0744,docs/plan-audit-2026-09-22.md,VanVenture – unabhängiger Plan-Audit / Übernommene Lücken,62,requirement-or-reference,Not explicit,"8. Familien-Scrum-Board als private Arbeitszentrale: der bestätigte Entwurf umfasst Backlog, Fast Track und Scrum Board, `scrum_*`-Datenmodell, CSRF-/Audit-Schutz, eingeschränkte Marvin-Aktionen sowie den späteren, idempotenten Warnungs-Inbox-Anschluss. Er ist als offener Umsetzungsblock im Gesamtplan ergänzt."
SRC-0745,docs/plan-audit-2026-09-22.md,VanVenture – unabhängiger Plan-Audit / Ergebnis,70,requirement-or-reference,Not explicit,"Der Gesamtplan enthält jetzt alle belegten offenen Punkte aus den geprüften Plan-, Phasen- und Referenzdokumenten. Historische Dokumente führen keine eigenen Aufgabenlisten mehr. Der am 22. September veröffentlichte Kajak-Stand und der am selben Tag live gespeicherte GCS-Production-Brief sind in Gesamtplan, Statusnachweisen und diesem Prüfprotokoll gleich ausgewiesen. Neue Arbeit wird ausschließlich im Gesamtplan angelegt; bei jedem Abschluss wird dieser Audit gegen Code und Produktion abgeglichen."
SRC-0746,docs/production-briefs/gcs-nach-einem-jahr.md,VanVenture Production Brief – GCS nach einem Jahr,3,requirement-or-reference,Not explicit,"Stand: 23. September 2026 Status: verbindlicher Brief, Faktenbasis aus `source-notes/gcs-1-jahr-erfahrung.md`"
SRC-0747,docs/production-briefs/gcs-nach-einem-jahr.md,VanVenture Production Brief – GCS nach einem Jahr,6,requirement-or-reference,Not explicit,Der [verbindliche Gesamtplan](../ausbauplan.md) führt den Arbeitsstatus; dieser Brief ist die Umsetzungsgrundlage für den bereits gebrieften VAN-Test.
SRC-0748,docs/production-briefs/gcs-nach-einem-jahr.md,VanVenture Production Brief – GCS nach einem Jahr / Kern,11,requirement-or-reference,Not explicit,"**Arbeitstitel:** HYMER Grand Canyon S CrossOver nach einem Jahr – was funktioniert wirklich für Familie, Räder & Hund?"
SRC-0749,docs/production-briefs/gcs-nach-einem-jahr.md,VanVenture Production Brief – GCS nach einem Jahr / Kern,14,requirement-or-reference,Not explicit,"**Zielgruppe:** Familien und aktive Camper:innen, die einen kompakten Van für Reisen mit regelmäßig mitgeführten Fahrrädern und Hund realistisch beurteilen wollen."
SRC-0750,docs/production-briefs/gcs-nach-einem-jahr.md,VanVenture Production Brief – GCS nach einem Jahr / Kern,18,requirement-or-reference,Not explicit,"**Kernfrage:** Bewährt sich der GCS nach einem Jahr als Basecamp für zwei Erwachsene, ein Kind, einen Hund und regelmäßig mitgeführte Fahrräder?"
SRC-0751,docs/production-briefs/gcs-nach-einem-jahr.md,VanVenture Production Brief – GCS nach einem Jahr / Kern,21,requirement-or-reference,Not explicit,"**Nutzenversprechen:** Keine Modellbroschüre, sondern nachvollziehbare Nutzungserfahrung: Was ab Werk trägt, wo der Familienalltag stockt und welche Änderungen tatsächlich helfen."
SRC-0752,docs/production-briefs/gcs-nach-einem-jahr.md,VanVenture Production Brief – GCS nach einem Jahr / Kern,25,requirement-or-reference,Not explicit,"**Format und Umfang:** Longform, circa 14–18 Minuten. Anschließend zwei eigenständige vertikale Shorts/Reels."
SRC-0753,docs/production-briefs/gcs-nach-einem-jahr.md,VanVenture Production Brief – GCS nach einem Jahr / Kern,28,requirement-or-reference,Not explicit,"**Produktionsrahmen:** Zielaufwand 8–11 Stunden; tatsächliche Stunden während der Produktion erfassen. Grob: Vorbereitung und Archivsichtung 1,5–2 Stunden, Dreh circa 1,5 Stunden, Rohschnitt 2–3 Stunden, Feinschnitt/Audio 2–3 Stunden sowie Thumbnail, Upload und Shorts 1–2 Stunden. Die Einzelwerte sind bewusst gerundet; bei der Planung gilt das Gesamtziel."
SRC-0754,docs/production-briefs/gcs-nach-einem-jahr.md,VanVenture Production Brief – GCS nach einem Jahr / Redaktionelle Leitplanken,36,requirement-or-reference,Not explicit,"Der Van bleibt Hauptdarsteller. Familie, Räder und Hund sind die belastbar erprobten Praxisfälle; die Räder funktionieren im aktuellen GCS-Setup sehr gut und dürfen als eigene Nutzungserfahrung klar so gesagt werden. Das Kajak bleibt Teil des allgemeinen Reisekonzepts, war 2026 aber zu wenig im Einsatz: Das aktuelle Kajak-Setup ist für dieses Video kein getesteter Praxisfall und wird nur knapp, ohne Wertung eingeordnet."
SRC-0755,docs/production-briefs/gcs-nach-einem-jahr.md,VanVenture Production Brief – GCS nach einem Jahr / Redaktionelle Leitplanken,43,requirement-or-reference,Not explicit,"Sabine und Helmut haben bewusst den nötigen LKW-Führerschein gemacht, um den 4,1-t-Sprinter zu fahren. Grundlage ist ihr konkretes Nutzungsprofil mit Familie, Hund, Rädern, Ausstattung und dem für die Schlafsituation notwendigen Hoch-/Schlafdach; so bleibt ausreichend Zuladungsreserve. Daraus keine pauschale Aussage ableiten, dass 4,1 t allgemein nötig seien."
SRC-0756,docs/production-briefs/gcs-nach-einem-jahr.md,VanVenture Production Brief – GCS nach einem Jahr / Redaktionelle Leitplanken,49,requirement-or-reference,Not explicit,"**Archiv-first ist verbindlich:** Vorhandenes Reise-, Van-, Bike- und Familienalltagsmaterial zuerst nutzen. Neu drehen nur, was für aktuelle Aussagen, den realen Heck-Test und ein schlüssiges Fazit fehlt."
SRC-0757,docs/production-briefs/gcs-nach-einem-jahr.md,VanVenture Production Brief – GCS nach einem Jahr / Sprechstrategie und Ton,55,requirement-or-reference,Not explicit,"Keine durchgehende Moderation. Drei kompakte On-Camera-Blöcke aufnehmen und am Ende eine kurze Voice-over-Session für Übergänge, Archivbilder und offene Beobachtungen ergänzen:"
SRC-0758,docs/production-briefs/gcs-nach-einem-jahr.md,VanVenture Production Brief – GCS nach einem Jahr / Sprechstrategie und Ton,59,requirement-or-reference,Not explicit,"- **Block A:** Warum GCS, 4,1 t und Hoch-/Schlafdach für dieses konkrete Familienprofil."
SRC-0759,docs/production-briefs/gcs-nach-einem-jahr.md,VanVenture Production Brief – GCS nach einem Jahr / Sprechstrategie und Ton,61,requirement-or-reference,Not explicit,"- **Block B:** Heck, Stauraum, Tisch/Sessel und der Eurobox-Lösungsversuch."
SRC-0760,docs/production-briefs/gcs-nach-einem-jahr.md,VanVenture Production Brief – GCS nach einem Jahr / Sprechstrategie und Ton,62,requirement-or-reference,Not explicit,"- **Block C:** Positives, Negatives und ehrliches Fazit."
SRC-0761,docs/production-briefs/gcs-nach-einem-jahr.md,VanVenture Production Brief – GCS nach einem Jahr / Sprechstrategie und Ton,64,requirement-or-reference,Not explicit,"Ruhig, konkret und fair erzählen. Positive Grundbewertung und offene Grenzen stehen nebeneinander; Beobachtungen als eigene Erfahrung, nicht als allgemeine Kauf- oder Technikbehauptung formulieren."
SRC-0762,docs/production-briefs/gcs-nach-einem-jahr.md,VanVenture Production Brief – GCS nach einem Jahr / Neuer Dreh: sieben kompakte Setups,70,requirement-or-reference,Not explicit,"Kamera möglichst selten umbauen. Fahrten, Reisen, Bike-Action und Familienalltag kommen bevorzugt aus dem Archiv."
SRC-0763,docs/production-briefs/gcs-nach-einem-jahr.md,VanVenture Production Brief – GCS nach einem Jahr / Neuer Dreh: sieben kompakte Setups,73,requirement-or-reference,Not explicit,"1. **Van + Bike-Basecamp:** Außenbild mit Van und mindestens einem Rad als Einstieg für Familie, Räder und Hund."
SRC-0764,docs/production-briefs/gcs-nach-einem-jahr.md,VanVenture Production Brief – GCS nach einem Jahr / Neuer Dreh: sieben kompakte Setups,75,requirement-or-reference,Not explicit,2. **Echtes Heck:** Den tatsächlich beladenen Heckbereich ohne künstliche Vorher-/Nachher-Situation zeigen.
SRC-0765,docs/production-briefs/gcs-nach-einem-jahr.md,VanVenture Production Brief – GCS nach einem Jahr / Neuer Dreh: sieben kompakte Setups,77,requirement-or-reference,Open/Blocked (source wording),"3. **Heckauszug vs. Tisch/Sessel:** Ausgangsproblem → heutige Verbesserung → aktuelles Folgeproblem: Der bereits verbaute Overland-Equipment-Heckauszug verbessert den Zugriff, wird aber vom serienmäßig an der rechten Wand montierten Tisch und dem dritten Sessel fürs Kind blockiert."
SRC-0766,docs/production-briefs/gcs-nach-einem-jahr.md,VanVenture Production Brief – GCS nach einem Jahr / Neuer Dreh: sieben kompakte Setups,81,requirement-or-reference,Not explicit,"4. **Eurobox-Prototyp:** Die selbst konstruierte Halterung zeigen, mit der Tisch und Sessel an Euroboxen befestigt werden sollen. Realistischer Filmtest: zwei Euroboxen à 60 × 40 × 40 cm im Auszug. Ergebnis offen dokumentieren; das Euroboxen-Gesamtkonzept ist noch nicht final."
SRC-0767,docs/production-briefs/gcs-nach-einem-jahr.md,VanVenture Production Brief – GCS nach einem Jahr / Neuer Dreh: sieben kompakte Setups,85,requirement-or-reference,Not explicit,"5. **Bike-Test:** Ein echter, kurzer Lade-/Zugriffs- oder Abfahrtsmoment, der die sehr gut funktionierende Radnutzung belegt."
SRC-0768,docs/production-briefs/gcs-nach-einem-jahr.md,VanVenture Production Brief – GCS nach einem Jahr / Neuer Dreh: sieben kompakte Setups,87,requirement-or-reference,Not explicit,"6. **Dach / 4,1 t / Familie-B-Roll:** Hoch-/Schlafdach, reales Familiengepäck, Hund- und Reisealltag als Bild für die individuelle Zuladungsentscheidung."
SRC-0769,docs/production-briefs/gcs-nach-einem-jahr.md,VanVenture Production Brief – GCS nach einem Jahr / Neuer Dreh: sieben kompakte Setups,89,requirement-or-reference,Not explicit,"7. **Abschlussbild:** Ruhiges, echtes Basecamp-Bild mit Van und Rad als visuelles Fazit."
SRC-0770,docs/production-briefs/gcs-nach-einem-jahr.md,VanVenture Production Brief – GCS nach einem Jahr / Minimal-Drehstrategie,94,requirement-or-reference,Not explicit,- Hauptkamera: Olympus OM-D E-M1 Mark II mit M.Zuiko 12–40 mm f/2.8 PRO.
SRC-0771,docs/production-briefs/gcs-nach-einem-jahr.md,VanVenture Production Brief – GCS nach einem Jahr / Minimal-Drehstrategie,95,requirement-or-reference,Not explicit,- Sprache: DJI Mic 3.
SRC-0772,docs/production-briefs/gcs-nach-einem-jahr.md,VanVenture Production Brief – GCS nach einem Jahr / Minimal-Drehstrategie,96,requirement-or-reference,Not explicit,- Zweite Perspektive: GoPro Hero 13 fest für das Heck.
SRC-0773,docs/production-briefs/gcs-nach-einem-jahr.md,VanVenture Production Brief – GCS nach einem Jahr / Minimal-Drehstrategie,97,requirement-or-reference,Not explicit,"- DJI Air 3S nur optional, wenn ohnehin geflogen wird; keine Drohnenaufnahme eigens für diesen Film produzieren."
SRC-0774,docs/production-briefs/gcs-nach-einem-jahr.md,VanVenture Production Brief – GCS nach einem Jahr / Minimal-Drehstrategie,100,requirement-or-reference,Not explicit,Die Gearliste stammt aus einer Reviewfassung im privaten `mission-paris-2026`-Repository und ist nicht als vollständige Inventur verifiziert. Vor dem Dreh kurz gegen den tatsächlichen Besitz prüfen.
SRC-0775,docs/production-briefs/gcs-nach-einem-jahr.md,VanVenture Production Brief – GCS nach einem Jahr / Aussagen und No-Gos,106,requirement-or-reference,Not explicit,"**Belegte Aussagen:** Einsatz seit Juni 2025, Nutzung durch zwei Erwachsene, ein Kind und einen Hund, die sehr gut funktionierende Radnutzung im aktuellen Setup, der verbaute Overland-Equipment-Heckauszug sowie die hier beschriebene 4,1-t-Entscheidung für dieses konkrete Nutzungsprofil. Das Kajak ist Teil des Reisekonzepts, für das aktuelle Setup aber noch nicht ausreichend erprobt."
SRC-0776,docs/production-briefs/gcs-nach-einem-jahr.md,VanVenture Production Brief – GCS nach einem Jahr / Aussagen und No-Gos,112,requirement-or-reference,Not explicit,"**No-Gos:** Keine pauschalen Kaufempfehlungen, keine unbestätigten technischen Ursachen und keine pauschalen Verbrauchs- oder Zuladungsversprechen. Keine erkennbaren Kennzeichen und keine Bilder erkennbarer Kinder veröffentlichen, ohne dass sie ausdrücklich ausgewählt wurden. Den Eurobox-Prototyp nie als fertige Lösung darstellen."
SRC-0777,docs/production-briefs/gcs-nach-einem-jahr.md,VanVenture Production Brief – GCS nach einem Jahr / Auswertung und Wiederverwertung,120,requirement-or-reference,Not explicit,"**Longform-KPI für den 28-Tage-Review:** Watchtime, durchschnittliche Wiedergabedauer, Retention an den Abschnitten Heck/Stauraum und Eurobox-Test, qualifizierte Fragen in Kommentaren sowie tatsächliche Produktionsstunden. Diese Werte werden mit den verfügbaren VAN-/Longform-Vergleichswerten eingeordnet; ohne belastbare Vergleichsdaten keine Erfolgsbehauptung."
SRC-0778,docs/production-briefs/gcs-nach-einem-jahr.md,VanVenture Production Brief – GCS nach einem Jahr / Auswertung und Wiederverwertung,126,requirement-or-reference,Not explicit,"**Short/Reel 1:** „Warum wir unseren GCS als 4,1-Tonner fahren“ – die individuelle Zuladungsentscheidung für Familie, Hund, Räder und Hochdach; keine allgemeine Gewichts- oder Kaufempfehlung."
SRC-0779,docs/production-briefs/gcs-nach-einem-jahr.md,VanVenture Production Brief – GCS nach einem Jahr / Auswertung und Wiederverwertung,130,requirement-or-reference,Not explicit,"**Short/Reel 2:** „Der Heckauszug ist eingebaut – warum er trotzdem noch nicht funktioniert“ – Tisch, dritter Sessel und der offene Eurobox-Prototyp im realen Kontext."
SRC-0780,docs/production-briefs/gcs-nach-einem-jahr.md,VanVenture Production Brief – GCS nach einem Jahr / Auswertung und Wiederverwertung,134,requirement-or-reference,Not explicit,"**Website:** Erst nach der Veröffentlichung mit belegter eigener Erfahrung ergänzen; nur freigegebene, anonymisierte Webderivate verwenden."
SRC-0781,docs/production-briefs/gcs-nach-einem-jahr.md,VanVenture Production Brief – GCS nach einem Jahr / Auswertung und Wiederverwertung,137,requirement-or-reference,Not explicit,"**Spätere Vertiefungen:** fertiges Eurobox-/Tisch-/Sessel-System, Fahrwerk/Hecklastigkeit, Heckauszug-Langzeiterfahrung sowie Kajak im aktuellen GCS-Setup, sobald ausreichend echte Erfahrung vorliegt."
SRC-0782,docs/project-rules/scrum-planning.md,Verbindliche Scrum-Planungsregel für VanVenture,3,project-rule,Not explicit,"Stand: 25. September 2026 Geltung: alle neuen Projektpläne und jede spätere Überarbeitung bestehender Projektpläne. Diese Regel beschreibt die Planung; fachliche Anforderungen, Architektur, Designfreigaben, Abnahme- und Veröffentlichungsregeln bleiben in ihren jeweils maßgeblichen Dokumenten. Der aktive Gesamtplan steht derzeit in [`docs/ausbauplan.md`](../ausbauplan.md). Das private Familien-Scrum-Board ist eine geplante Anwendung und keine zweite maßgebliche Projektplanung."
SRC-0783,docs/project-rules/scrum-planning.md,Verbindliche Scrum-Planungsregel für VanVenture / 1. Planungshierarchie und Rückverfolgbarkeit,13,project-rule,Not explicit,Jede geplante Produktänderung wird nachvollziehbar gegliedert:
