AtomicID,SourceID,Source,Line,Clause,OriginalFullTextRef,PlanningMapping,PlanningCoverage,ImplementationStatus,ImplementationNote,AtomicityReview,ReviewClassification,RequirementID,SuccessorIDs,RequirementText,ConcreteTarget,SemanticResult,ReviewReason,OpenQuestion,ReviewedSourceSHA256,ReviewPackage,BlockCoverageCheck
SRC-1209.c,SRC-1209,docs/vanventure-cockpit-plan.md,397,CTR und Impressions können nun für die künftig wachsende Datenbasis eines Audit V2 verwendet werden.,traceability-matrix.csv#SRC-1209,"ST-INS-01,ST-INS-04,constraint-register.md#src-1209",Covered,Existing / Verify,Source status only; code/live state not independently verified,Worker review adopted; IDs and current target reconciled in BATCH-003,Reviewed requirement / constraint,SRC-1209.c,,CTR und Impressions können nun für die künftig wachsende Datenbasis eines Audit V2 verwendet werden.,ST-INS-04#Acceptance-Criteria,Concrete planning AC and verification task assigned; implementation verification open,"Nutzbarkeit für eine künftig wachsende Audit-V2-Datenbasis ist eine Möglichkeit, keine Abnahme der neuen Audit-Ansicht. ST-INS-04 als Abhängigkeit referenzieren, ohne dessen Status anzuheben.",,91c94dcc2581638539a51b2eaf81b476e5b667f22c7ebc03ec7ff9cbd2ef4080,PKG-040,Original block retained; reviewed finding and planning step integrated
SRC-1210.a,SRC-1210,docs/vanventure-cockpit-plan.md,400,3.,traceability-matrix.csv#SRC-1210,"ST-INS-05,constraint-register.md#src-1210",Context,Unverified / unknown,Source status only; code/live state not independently verified,Worker review adopted; IDs and current target reconciled in BATCH-003,Context / source structure,,,,"ST-INS-05#Acceptance-Criteria,constraint-register.md#src-1210",Context retained,Listennummer entfernen.,,91c94dcc2581638539a51b2eaf81b476e5b667f22c7ebc03ec7ff9cbd2ef4080,PKG-040,Original block retained; reviewed finding and planning step integrated
SRC-1210.b,SRC-1210,docs/vanventure-cockpit-plan.md,400,Die Short-/Longform-Klassifikation absichern und im Planner geschätzte sowie tatsächliche Produktionsstunden für spätere Effizienzvergleiche erfassen.,traceability-matrix.csv#SRC-1210,"ST-INS-05,constraint-register.md#src-1210",Covered,Unverified / unknown,Source status only; code/live state not independently verified,Worker review adopted; IDs and current target reconciled in BATCH-003,Reviewed requirement / constraint,SRC-1210.b,,Die Short-/Longform-Klassifikation absichern und im Planner geschätzte sowie tatsächliche Produktionsstunden für spätere Effizienzvergleiche erfassen.,"ST-INS-05#Acceptance-Criteria,constraint-register.md#src-1210",COVERAGE-R1-030: concrete planning AC and task linked; current implementation and live state unverified,"Formatklassifikation absichern und zwei Stundenfelder erfassen sind getrennte Prüfungen; die Klassifikation fehlt in den AC von [ST-INS-05, Z. 446–453](/D:/work/_venventure/docs/scrum-migration/scrum-plan.md:446).",,91c94dcc2581638539a51b2eaf81b476e5b667f22c7ebc03ec7ff9cbd2ef4080,PKG-040,Original block retained; reviewed finding and planning step integrated
SRC-1210.c,SRC-1210,docs/vanventure-cockpit-plan.md,400,**Umgesetzt und live am 22.,traceability-matrix.csv#SRC-1210,"ST-INS-05,constraint-register.md#src-1210",Context,Unverified / unknown,Source status only; code/live state not independently verified,Worker review adopted; IDs and current target reconciled in BATCH-003,Date fragment / source context,,,,"ST-INS-05#Acceptance-Criteria,constraint-register.md#src-1210",Date fragment merged with SRC-1210.d; no standalone requirement,„22.“ mit **d** zu einem Datum verbinden.,,91c94dcc2581638539a51b2eaf81b476e5b667f22c7ebc03ec7ff9cbd2ef4080,PKG-040,Original block retained; reviewed finding and planning step integrated
SRC-1210.d,SRC-1210,docs/vanventure-cockpit-plan.md,400,"September 2026:** Beide Stundenfelder sind additiv migriert, validiert und im Planner sichtbar;",traceability-matrix.csv#SRC-1210,"ST-INS-05,constraint-register.md#src-1210",Covered,Unverified / unknown,Source status only; code/live state not independently verified,Worker review adopted; IDs and current target reconciled in BATCH-003,Reviewed requirement / constraint,SRC-1210.d,,"September 2026:** Beide Stundenfelder sind additiv migriert, validiert und im Planner sichtbar;","ST-INS-05#Acceptance-Criteria,constraint-register.md#src-1210",COVERAGE-R1-030: concrete planning AC and task linked; current implementation and live state unverified,"Migration, Validierung und Sichtbarkeit beider Felder sind datierter Live-Bestand, keine erledigte Effizienzkennzahl.",,91c94dcc2581638539a51b2eaf81b476e5b667f22c7ebc03ec7ff9cbd2ef4080,PKG-040,Original block retained; reviewed finding and planning step integrated
SRC-1210.e,SRC-1210,docs/vanventure-cockpit-plan.md,400,die Kennzahl folgt erst mit tatsächlichen Veröffentlichungsdaten.,traceability-matrix.csv#SRC-1210,"ST-INS-05,constraint-register.md#src-1210",Covered,Unverified / unknown,Source status only; code/live state not independently verified,Worker review adopted; IDs and current target reconciled in BATCH-003,Reviewed requirement / constraint,SRC-1210.e,,die Kennzahl folgt erst mit tatsächlichen Veröffentlichungsdaten.,"ST-INS-05#Acceptance-Criteria,constraint-register.md#src-1210",COVERAGE-R1-030: concrete planning AC and task linked; current implementation and live state unverified,Kennzahl erst bei tatsächlichen Veröffentlichungsdaten; ST-INS-05 bildet die Bedingung weitgehend ab. Historisches und Geplantes im Register trennen.,,91c94dcc2581638539a51b2eaf81b476e5b667f22c7ebc03ec7ff9cbd2ef4080,PKG-040,Original block retained; reviewed finding and planning step integrated
SRC-1211.a,SRC-1211,docs/vanventure-cockpit-plan.md,405,4.,traceability-matrix.csv#SRC-1211,"ST-INS-04,constraint-register.md#src-1211",Context,Unverified / unknown,Source status only; code/live state not independently verified,Worker review adopted; IDs and current target reconciled in BATCH-003,Context / source structure,,,,"ST-INS-04#Acceptance-Criteria,constraint-register.md#src-1211",Context retained,Listennummer entfernen.,,91c94dcc2581638539a51b2eaf81b476e5b667f22c7ebc03ec7ff9cbd2ef4080,PKG-040,Original block retained; reviewed finding and planning step integrated
SRC-1211.b,SRC-1211,docs/vanventure-cockpit-plan.md,405,"Eine Audit-Ansicht mit Vergleichsgruppen, Datenqualitätsstatus, Long-Tail-/Alterslogik und Snapshot-Vergleich umsetzen.",traceability-matrix.csv#SRC-1211,"ST-INS-04,constraint-register.md#src-1211",Covered,Unverified / unknown,Source status only; code/live state not independently verified,Worker review adopted; IDs and current target reconciled in BATCH-003,Reviewed requirement / constraint,SRC-1211.b,,"Eine Audit-Ansicht mit Vergleichsgruppen, Datenqualitätsstatus, Long-Tail-/Alterslogik und Snapshot-Vergleich umsetzen.","ST-INS-04#Acceptance-Criteria,constraint-register.md#src-1211",COVERAGE-R1-030: concrete planning AC and task linked; current implementation and live state unverified,"Audit-Ansicht mit Vergleichsgruppen, Datenqualität, Long-Tail-/Alterslogik und Snapshot-Vergleich ist geplante Arbeit. **ST-INS-01 ist falsch**; nach ST-INS-04 verschieben und dort Vergleichsgruppen sowie Snapshot-Vergleich ausdrücklich als AC ergänzen.",,91c94dcc2581638539a51b2eaf81b476e5b667f22c7ebc03ec7ff9cbd2ef4080,PKG-040,Original block retained; reviewed finding and planning step integrated
SRC-1212.a,SRC-1212,docs/vanventure-cockpit-plan.md,407,5. ~~**Erledigt und am 22.,traceability-matrix.csv#SRC-1212,"ST-INS-01,constraint-register.md#src-1212",Context,Existing / Verify,Source status only; code/live state not independently verified,Worker review adopted; IDs and current target reconciled in BATCH-003,Context / source structure,,,,"ST-INS-01#Acceptance-Criteria,constraint-register.md#src-1212",Context retained,„22.“ mit **b** verbinden.,,91c94dcc2581638539a51b2eaf81b476e5b667f22c7ebc03ec7ff9cbd2ef4080,PKG-040,Original block retained; reviewed finding and planning step integrated
SRC-1212.b,SRC-1212,docs/vanventure-cockpit-plan.md,407,"September 2026 live verifiziert:** Der Cockpit-Button „Channel Audit exportieren“ erzeugt einen authentifizierten, versionierten JSON-Download (Schema V2) mit expliziter Feldliste und Datenstand.",traceability-matrix.csv#SRC-1212,"ST-INS-01,constraint-register.md#src-1212",Covered,Existing / Verify,Source status only; code/live state not independently verified,Worker review adopted; IDs and current target reconciled in BATCH-003,Reviewed requirement / constraint,SRC-1212.b,,"September 2026 live verifiziert:** Der Cockpit-Button „Channel Audit exportieren“ erzeugt einen authentifizierten, versionierten JSON-Download (Schema V2) mit expliziter Feldliste und Datenstand.","ST-INS-01#Acceptance-Criteria,constraint-register.md#src-1212",COVERAGE-R1-030: concrete planning AC and task linked; current implementation and live state unverified,"Authentifizierung, JSON-Schema V2, Feldliste und Datenstand sind datierter Live-Bestand.",,91c94dcc2581638539a51b2eaf81b476e5b667f22c7ebc03ec7ff9cbd2ef4080,PKG-040,Original block retained; reviewed finding and planning step integrated
SRC-1212.c,SRC-1212,docs/vanventure-cockpit-plan.md,407,"Er enthält keine Tokens, Secrets, Sitzungen oder Kontodaten;",traceability-matrix.csv#SRC-1212,"ST-INS-01,constraint-register.md#src-1212",Covered,Existing / Verify,Source status only; code/live state not independently verified,Worker review adopted; IDs and current target reconciled in BATCH-003,Reviewed requirement / constraint,SRC-1212.c,,"Er enthält keine Tokens, Secrets, Sitzungen oder Kontodaten;","ST-INS-01#Acceptance-Criteria,constraint-register.md#src-1212",COVERAGE-R1-030: concrete planning AC and task linked; current implementation and live state unverified,"Ausschluss von Tokens, Secrets, Sitzungen und Kontodaten ist ein eigenes Sicherheitskriterium.",,91c94dcc2581638539a51b2eaf81b476e5b667f22c7ebc03ec7ff9cbd2ef4080,PKG-040,Original block retained; reviewed finding and planning step integrated
SRC-1212.d,SRC-1212,docs/vanventure-cockpit-plan.md,407,anonyme Abrufe erhalten HTTP 401.,traceability-matrix.csv#SRC-1212,"ST-INS-01,constraint-register.md#src-1212",Covered,Existing / Verify,Source status only; code/live state not independently verified,Worker review adopted; IDs and current target reconciled in BATCH-003,Reviewed requirement / constraint,SRC-1212.d,,anonyme Abrufe erhalten HTTP 401.,"ST-INS-01#Acceptance-Criteria,constraint-register.md#src-1212",COVERAGE-R1-030: concrete planning AC and task linked; current implementation and live state unverified,HTTP 401 für anonyme Abrufe ist ein eigener Negativtest und in ST-INS-01 nur allgemein beschrieben.,,91c94dcc2581638539a51b2eaf81b476e5b667f22c7ebc03ec7ff9cbd2ef4080,PKG-040,Original block retained; reviewed finding and planning step integrated
SRC-1212.e,SRC-1212,docs/vanventure-cockpit-plan.md,407,CSV bleibt optional und nicht kanonisch.~~,traceability-matrix.csv#SRC-1212,"ST-INS-01,constraint-register.md#src-1212",Covered,Existing / Verify,Source status only; code/live state not independently verified,Worker review adopted; IDs and current target reconciled in BATCH-003,Reviewed requirement / constraint,SRC-1212.e,,CSV bleibt optional und nicht kanonisch.~~,"ST-INS-01#Acceptance-Criteria,constraint-register.md#src-1212",COVERAGE-R1-030: concrete planning AC and task linked; current implementation and live state unverified,CSV optional und nicht kanonisch sind zwei Statusaussagen. ST-INS-01 als historischer Export-Bestand passt; das Register darf die durchgestrichene erledigte Aufgabe nicht als neue offene Implementierung lesen.,,91c94dcc2581638539a51b2eaf81b476e5b667f22c7ebc03ec7ff9cbd2ef4080,PKG-040,Original block retained; reviewed finding and planning step integrated
SRC-1213.a,SRC-1213,docs/vanventure-cockpit-plan.md,412,6.,traceability-matrix.csv#SRC-1213,"ST-INS-06,ST-INS-07,ST-INS-08,ST-INS-09,constraint-register.md#src-1213",Context,Unverified / unknown,Source status only; code/live state not independently verified,Worker review adopted; IDs and current target reconciled in BATCH-003,Context / source structure,,,,"ST-INS-06#Acceptance-Criteria,ST-INS-07#Acceptance-Criteria,ST-INS-08#Acceptance-Criteria,ST-INS-09#Acceptance-Criteria,constraint-register.md#src-1213",Context retained,Listennummer entfernen.,,91c94dcc2581638539a51b2eaf81b476e5b667f22c7ebc03ec7ff9cbd2ef4080,PKG-040,Original block retained; reviewed finding and planning step integrated
SRC-1213.b,SRC-1213,docs/vanventure-cockpit-plan.md,412,"Den wiederkehrenden Ablauf dokumentieren: Export → Audit → geprüfte Erkenntnisse in Insights, Planner und Master Context übernehmen.",traceability-matrix.csv#SRC-1213,"ST-INS-06,ST-INS-07,ST-INS-08,ST-INS-09,constraint-register.md#src-1213",Covered,Unverified / unknown,Source status only; code/live state not independently verified,Worker review adopted; IDs and current target reconciled in BATCH-003,Reviewed requirement / constraint,SRC-1213.b,,"Den wiederkehrenden Ablauf dokumentieren: Export → Audit → geprüfte Erkenntnisse in Insights, Planner und Master Context übernehmen.","ST-INS-06#Acceptance-Criteria,ST-INS-07#Acceptance-Criteria,ST-INS-08#Acceptance-Criteria,ST-INS-09#Acceptance-Criteria,constraint-register.md#src-1213",COVERAGE-R1-030: concrete planning AC and task linked; current implementation and live state unverified,"Dokumentation des wiederkehrenden Ablaufs und geprüfte Übernahme in **Insights, Planner und Master Context** sind zu erhalten.",,91c94dcc2581638539a51b2eaf81b476e5b667f22c7ebc03ec7ff9cbd2ef4080,PKG-040,Original block retained; reviewed finding and planning step integrated
SRC-1213.c,SRC-1213,docs/vanventure-cockpit-plan.md,412,Es gibt keine automatische Rückschreibung nach YouTube oder ungeprüfte Übernahme.,traceability-matrix.csv#SRC-1213,"ST-INS-06,ST-INS-07,ST-INS-08,ST-INS-09,constraint-register.md#src-1213",Covered,Unverified / unknown,Source status only; code/live state not independently verified,Worker review adopted; IDs and current target reconciled in BATCH-003,Reviewed requirement / constraint,SRC-1213.c,,Es gibt keine automatische Rückschreibung nach YouTube oder ungeprüfte Übernahme.,"ST-INS-06#Acceptance-Criteria,ST-INS-07#Acceptance-Criteria,ST-INS-08#Acceptance-Criteria,ST-INS-09#Acceptance-Criteria,constraint-register.md#src-1213",COVERAGE-R1-030: concrete planning AC and task linked; current implementation and live state unverified,"Keine automatische YouTube-Rückschreibung und keine ungeprüfte Übernahme sind zwei Verbote. **ST-INS-05 ist falsch**; [ST-INS-06, Z. 456–463](/D:/work/_venventure/docs/scrum-migration/scrum-plan.md:456) ist das Ziel, muss aber **Insights** als drittes Ziel und das ausdrückliche YouTube-Verbot ergänzen.",,91c94dcc2581638539a51b2eaf81b476e5b667f22c7ebc03ec7ff9cbd2ef4080,PKG-040,Original block retained; reviewed finding and planning step integrated
SRC-1214.a,SRC-1214,docs/vanventure-cockpit-plan.md,418,"- Ohne erlaubtes, aktives Konto sind Cockpit-HTML und sämtliche Cockpit-APIs nicht lesbar;",traceability-matrix.csv#SRC-1214,"ST-AUTH-01,ST-INS-01,constraint-register.md#src-1214",Covered,Unverified / unknown,Source status only; code/live state not independently verified,Worker review adopted; IDs and current target reconciled in BATCH-003,Reviewed requirement / constraint,SRC-1214.a,,"- Ohne erlaubtes, aktives Konto sind Cockpit-HTML und sämtliche Cockpit-APIs nicht lesbar;","ST-AUTH-01#Acceptance-Criteria,ST-INS-01#Acceptance-Criteria,constraint-register.md#src-1214",COVERAGE-R1-030: concrete planning AC and task linked; current implementation and live state unverified,Aktives erlaubtes Konto ist Bedingung für HTML **und sämtliche APIs**.,,91c94dcc2581638539a51b2eaf81b476e5b667f22c7ebc03ec7ff9cbd2ef4080,PKG-040,Original block retained; reviewed finding and planning step integrated
SRC-1214.b,SRC-1214,docs/vanventure-cockpit-plan.md,418,deaktivierte Konten verlieren ihren Zugriff sofort.,traceability-matrix.csv#SRC-1214,"ST-AUTH-01,ST-INS-01,constraint-register.md#src-1214",Covered,Unverified / unknown,Source status only; code/live state not independently verified,Worker review adopted; IDs and current target reconciled in BATCH-003,Reviewed requirement / constraint,SRC-1214.b,,deaktivierte Konten verlieren ihren Zugriff sofort.,"ST-AUTH-01#Acceptance-Criteria,ST-INS-01#Acceptance-Criteria,constraint-register.md#src-1214",COVERAGE-R1-030: concrete planning AC and task linked; current implementation and live state unverified,Sofortiger Zugriffsentzug bei Deaktivierung ist ein eigenständiger Grenzfall. Beide gehören als konkrete negative AC zu ST-AUTH-01 und als Cockpit-Datengrenze zu ST-INS-01; derzeit nur pauschal abgedeckt.,,91c94dcc2581638539a51b2eaf81b476e5b667f22c7ebc03ec7ff9cbd2ef4080,PKG-040,Original block retained; reviewed finding and planning step integrated
SRC-1215.a,SRC-1215,docs/vanventure-cockpit-plan.md,420,- Nur Administratoren können eine Google-Verbindung ändern oder eine Synchronisierung starten;,traceability-matrix.csv#SRC-1215,"ST-AUTH-01,ST-INS-01,ST-INS-03,constraint-register.md#src-1215",Covered,Unverified / unknown,Source status only; code/live state not independently verified,Worker review adopted; IDs and current target reconciled in BATCH-003,Reviewed requirement / constraint,SRC-1215.a,,- Nur Administratoren können eine Google-Verbindung ändern oder eine Synchronisierung starten;,"ST-AUTH-01#Acceptance-Criteria,ST-INS-01#Acceptance-Criteria,ST-INS-03#Acceptance-Criteria,constraint-register.md#src-1215",COVERAGE-R1-030: concrete planning AC and task linked; current implementation and live state unverified,Adminrecht für Änderung der Google-Verbindung **und** Sync-Start einzeln prüfen.,,91c94dcc2581638539a51b2eaf81b476e5b667f22c7ebc03ec7ff9cbd2ef4080,PKG-040,Original block retained; reviewed finding and planning step integrated
SRC-1215.b,SRC-1215,docs/vanventure-cockpit-plan.md,420,die Kanal-OAuth-Verbindung ist unabhängig vom Nutzer-Login gespeichert.,traceability-matrix.csv#SRC-1215,"ST-AUTH-01,ST-INS-01,ST-INS-03,constraint-register.md#src-1215",Covered,Unverified / unknown,Source status only; code/live state not independently verified,Worker review adopted; IDs and current target reconciled in BATCH-003,Reviewed requirement / constraint,SRC-1215.b,,die Kanal-OAuth-Verbindung ist unabhängig vom Nutzer-Login gespeichert.,"ST-AUTH-01#Acceptance-Criteria,ST-INS-01#Acceptance-Criteria,ST-INS-03#Acceptance-Criteria,constraint-register.md#src-1215",COVERAGE-R1-030: concrete planning AC and task linked; current implementation and live state unverified,"Kanal-OAuth und Nutzer-Login müssen unabhängig gespeichert sein. ST-AUTH-01 deckt Login-Trennung teilweise, die Kanaloperationen gehören zusätzlich zu ST-INS-01 beziehungsweise der Trennungsstory ST-INS-03. „Done“ bei ST-AUTH-01 belegt diese Cockpit-Rechte nicht automatisch.",,91c94dcc2581638539a51b2eaf81b476e5b667f22c7ebc03ec7ff9cbd2ef4080,PKG-040,Original block retained; reviewed finding and planning step integrated
SRC-1216.a,SRC-1216,docs/vanventure-cockpit-plan.md,422,- Ein wiederholter Sync erzeugt keine doppelten Tageswerte oder Snapshots und ist im Sync-Protokoll nachvollziehbar.,traceability-matrix.csv#SRC-1216,"ST-INS-01,constraint-register.md#src-1216",Covered,Unverified / unknown,Source status only; code/live state not independently verified,Worker review adopted; IDs and current target reconciled in BATCH-003,Reviewed requirement / constraint,SRC-1216.a,,- Ein wiederholter Sync erzeugt keine doppelten Tageswerte oder Snapshots und ist im Sync-Protokoll nachvollziehbar.,"ST-INS-01#Acceptance-Criteria,constraint-register.md#src-1216",COVERAGE-R1-030: concrete planning AC and task linked; current implementation and live state unverified,"Keine doppelten Tageswerte, keine doppelten Snapshots und nachvollziehbares Sync-Protokoll sind drei reproduzierbare Prüfpunkte. ST-INS-01 nennt Sync und Log nur pauschal; die drei Kriterien dort und in passenden Tests konkretisieren.",,91c94dcc2581638539a51b2eaf81b476e5b667f22c7ebc03ec7ff9cbd2ef4080,PKG-040,Original block retained; reviewed finding and planning step integrated
SRC-1217.a,SRC-1217,docs/vanventure-cockpit-plan.md,424,"- Ein Video zeigt nach Verfügbarkeit korrekte, klar als vollständig/unvollständig markierte 1/7/28/90/365-Stände.",traceability-matrix.csv#SRC-1217,"ST-INS-04,constraint-register.md#src-1217",Covered,Unverified / unknown,Source status only; code/live state not independently verified,Worker review adopted; IDs and current target reconciled in BATCH-003,Reviewed requirement / constraint,SRC-1217.a,,"- Ein Video zeigt nach Verfügbarkeit korrekte, klar als vollständig/unvollständig markierte 1/7/28/90/365-Stände.","ST-INS-04#Acceptance-Criteria,constraint-register.md#src-1217",COVERAGE-R1-030: concrete planning AC and task linked; current implementation and live state unverified,"Die fünf Zeitpunkte **1/7/28/90/365** gelten nur „nach Verfügbarkeit“ und brauchen jeweils korrekte Werte sowie vollständig/unvollständig-Markierung. ST-INS-04 ist sachlich richtig, aber die explizite Vollständigkeitsmarkierung als AC ergänzen.",,91c94dcc2581638539a51b2eaf81b476e5b667f22c7ebc03ec7ff9cbd2ef4080,PKG-040,Original block retained; reviewed finding and planning step integrated
SRC-1218.a,SRC-1218,docs/vanventure-cockpit-plan.md,426,"- Ein authentifizierter Channel-Audit-Export liefert mindestens `schema_version`, `generated_at`, `as_of`, Kanal-, Video-, Kennzahlen-, Snapshot-, Zuordnungs- und Datenqualitätsdaten.",traceability-matrix.csv#SRC-1218,"ST-INS-01,constraint-register.md#src-1218",Covered,Unverified / unknown,Source status only; code/live state not independently verified,Worker review adopted; IDs and current target reconciled in BATCH-003,Reviewed requirement / constraint,SRC-1218.a,,"- Ein authentifizierter Channel-Audit-Export liefert mindestens `schema_version`, `generated_at`, `as_of`, Kanal-, Video-, Kennzahlen-, Snapshot-, Zuordnungs- und Datenqualitätsdaten.","ST-INS-01#Acceptance-Criteria,constraint-register.md#src-1218",COVERAGE-R1-030: concrete planning AC and task linked; current implementation and live state unverified,Authentifizierter **Channel-Audit-Export** und alle Mindestfelder bilden ein eigenes Export-AC.,,91c94dcc2581638539a51b2eaf81b476e5b667f22c7ebc03ec7ff9cbd2ef4080,PKG-040,Original block retained; reviewed finding and planning step integrated
SRC-1218.b,SRC-1218,docs/vanventure-cockpit-plan.md,426,"Er enthält keine Tokens, Secrets, Nutzer-/Kontodaten oder Sitzungen.",traceability-matrix.csv#SRC-1218,"ST-INS-01,constraint-register.md#src-1218",Covered,Unverified / unknown,Source status only; code/live state not independently verified,Worker review adopted; IDs and current target reconciled in BATCH-003,Reviewed requirement / constraint,SRC-1218.b,,"Er enthält keine Tokens, Secrets, Nutzer-/Kontodaten oder Sitzungen.","ST-INS-01#Acceptance-Criteria,constraint-register.md#src-1218",COVERAGE-R1-030: concrete planning AC and task linked; current implementation and live state unverified,"Ausschluss von Tokens, Secrets, Nutzer-/Kontodaten und Sitzungen ist ein eigener Negativtest. **ST-INS-04 ist falsch**: Export V2 liegt historisch bei ST-INS-01; dort vollständige Feld- und Ausschlussliste aufnehmen. Keine neue Trends-Implementierung daraus ableiten.",,91c94dcc2581638539a51b2eaf81b476e5b667f22c7ebc03ec7ff9cbd2ef4080,PKG-040,Original block retained; reviewed finding and planning step integrated
SRC-1219.a,SRC-1219,docs/vanventure-cockpit-plan.md,430,- Audit-Vergleiche trennen Shorts und Longform;,traceability-matrix.csv#SRC-1219,"ST-INS-04,constraint-register.md#src-1219",Covered,Unverified / unknown,Source status only; code/live state not independently verified,Worker review adopted; IDs and current target reconciled in BATCH-003,Reviewed requirement / constraint,SRC-1219.a,,- Audit-Vergleiche trennen Shorts und Longform;,"ST-INS-04#Acceptance-Criteria,constraint-register.md#src-1219",COVERAGE-R1-030: concrete planning AC and task linked; current implementation and live state unverified,Shorts und Longform sind für Audit-Vergleiche zu trennen; diese Aussage fehlt ausdrücklich in ST-INS-04.,,91c94dcc2581638539a51b2eaf81b476e5b667f22c7ebc03ec7ff9cbd2ef4080,PKG-040,Original block retained; reviewed finding and planning step integrated
SRC-1219.b,SRC-1219,docs/vanventure-cockpit-plan.md,430,"CTR-, Retention- und Traffic-Source-Schlussfolgerungen sind bei fehlender oder API-seitig eingeschränkter Datenlage klar als vorläufig markiert oder unterdrückt.",traceability-matrix.csv#SRC-1219,"ST-INS-04,constraint-register.md#src-1219",Covered,Unverified / unknown,Source status only; code/live state not independently verified,Worker review adopted; IDs and current target reconciled in BATCH-003,Reviewed requirement / constraint,SRC-1219.b,,"CTR-, Retention- und Traffic-Source-Schlussfolgerungen sind bei fehlender oder API-seitig eingeschränkter Datenlage klar als vorläufig markiert oder unterdrückt.","ST-INS-04#Acceptance-Criteria,constraint-register.md#src-1219",COVERAGE-R1-030: concrete planning AC and task linked; current implementation and live state unverified,"Bei fehlenden oder API-beschränkten CTR-, Retention- oder Traffic-Source-Daten sind Schlussfolgerungen vorläufig **oder unterdrückt**. ST-INS-04 nennt Datenlücken, aber nicht diese Folgerungsregel; als AC ergänzen.",,91c94dcc2581638539a51b2eaf81b476e5b667f22c7ebc03ec7ff9cbd2ef4080,PKG-040,Original block retained; reviewed finding and planning step integrated
SRC-1220.a,SRC-1220,docs/vanventure-cockpit-plan.md,433,"- Dashboard, Videos, Planner, Insights und Master Context arbeiten vollständig mit der privaten API;",traceability-matrix.csv#SRC-1220,"ST-INS-01,constraint-register.md#src-1220",Covered,Unverified / unknown,Source status only; code/live state not independently verified,Worker review adopted; IDs and current target reconciled in BATCH-003,Reviewed requirement / constraint,SRC-1220.a,,"- Dashboard, Videos, Planner, Insights und Master Context arbeiten vollständig mit der privaten API;","ST-INS-01#Acceptance-Criteria,constraint-register.md#src-1220",Planning target checked; implementation and live state not verified,"Direkter Abgleich mit aktueller Quelle, AC-COVR1-031-01–05 und zuständigem Constraint-Anker; Planungsdeckung, keine technische Verifikation oder Freigabe.",,91c94dcc2581638539a51b2eaf81b476e5b667f22c7ebc03ec7ff9cbd2ef4080,PKG-040,Originalblock unverändert; aktuelle Zielstelle und spätere Status-/Scope-Regeln geprüft
SRC-1220.b,SRC-1220,docs/vanventure-cockpit-plan.md,433,die öffentliche GitHub-Pages-Ausgabe enthält keine Cockpitdaten.,traceability-matrix.csv#SRC-1220,"ST-INS-01,constraint-register.md#src-1220",Covered,Unverified / unknown,Source status only; code/live state not independently verified,Worker review adopted; IDs and current target reconciled in BATCH-003,Reviewed requirement / constraint,SRC-1220.b,,die öffentliche GitHub-Pages-Ausgabe enthält keine Cockpitdaten.,"ST-INS-01#Acceptance-Criteria,constraint-register.md#src-1220",Planning target checked; implementation and live state not verified,"Direkter Abgleich mit aktueller Quelle, AC-COVR1-031-01–05 und zuständigem Constraint-Anker; Planungsdeckung, keine technische Verifikation oder Freigabe.",,91c94dcc2581638539a51b2eaf81b476e5b667f22c7ebc03ec7ff9cbd2ef4080,PKG-040,Originalblock unverändert; aktuelle Zielstelle und spätere Status-/Scope-Regeln geprüft
SRC-1221.a,SRC-1221,docs/vanventure-cockpit-plan.md,435,"- Geheimnisse und Tokens erscheinen weder im Repository noch in Browserantworten, Logs, Tests oder öffentlichen Deployments.",traceability-matrix.csv#SRC-1221,"ST-INS-01,ST-AUTH-01,ST-OPS-01,constraint-register.md#src-1221",Covered,Unverified / unknown,Source status only; code/live state not independently verified,Worker review adopted; IDs and current target reconciled in BATCH-003,Reviewed requirement / constraint,SRC-1221.a,,"- Geheimnisse und Tokens erscheinen weder im Repository noch in Browserantworten, Logs, Tests oder öffentlichen Deployments.","ST-INS-01#Acceptance-Criteria,ST-AUTH-01#Acceptance-Criteria,ST-OPS-01#Acceptance-Criteria,constraint-register.md#src-1221",Planning target checked; implementation and live state not verified,"Direkter Abgleich mit aktueller Quelle, AC-COVR1-031-01–05 und zuständigem Constraint-Anker; Planungsdeckung, keine technische Verifikation oder Freigabe.",,91c94dcc2581638539a51b2eaf81b476e5b667f22c7ebc03ec7ff9cbd2ef4080,PKG-040,Originalblock unverändert; aktuelle Zielstelle und spätere Status-/Scope-Regeln geprüft
