TaskID,ParentStory,SourceID,SourceStatus,TaskOrConstraint
TASK-COVR1-031-05,ST-WEB-03,SRC-1379,Planning verification open,"Website-Umbau, Bildbestandsprüfung und Live-Freigabe als drei getrennte Nachweisstände prüfen."
TASK-COVR1-031-06,ST-WEB-03,SRC-1381,Planning verification open,Aktuelles öffentliches Routeninventar und künftige Seiten-/Bildfälle gegen geltende Regeln und Einzelbelege prüfen.
TASK-COVR1-037-01,ST-PHOTO-01,"SRC-1435,SRC-1436,SRC-1440",Planning verification open,"Gesamten veröffentlichten Bildbestand mit identischen Dateien, allen Verwendungen/Ansichten, stabilem Bilddatensatz und getrennten offenen Feldern inventarisieren; regelkonforme Dateien unverändert lassen."
TASK-COVR1-037-02,ST-PHOTO-01,"SRC-1433,SRC-1437,SRC-1438,SRC-1439",Planning verification open,Skill-Version und Vorrang der VanVenture-Regeln je Bildarbeit protokollieren; Personen-/Kennzeichenmasken je Variante einschließlich größter Ansicht prüfen; unklare konkrete Motive zurückstellen.
TASK-COVR1-037-03,ST-PHOTO-01,"SRC-1442,SRC-1443",Planning verification open,Vor Bildverarbeitung aufgelöste Archivgrenzen und alle Ausgabe-/Temp-/Toolpfade prüfen; Quelle und unveränderte Projektkopie per Hash vergleichen und nachgelagerten Unverändertheitsbefund erfassen.
TASK-COVR1-037-04,ST-WEB-03,SRC-1441,Planning verification open,Nach gesondertem Release die tatsächlich veröffentlichten Varianten und Verwendungen gegen motiv-/ortsgebundene Freigaben prüfen; fehlende Belege einzeln offen melden.
TASK-COVR1-038-01,ST-PHOTO-01,SRC-1444,Planning verification open,Unveränderte Kopie und getrennten Hashvergleich vor Ableitung protokollieren; nur daraus in gesondertem Projekt-Ausgabeordner ableiten und öffentliche Web-/Repository-Ziele auf Originale und Archivdaten prüfen.
TASK-COVR1-038-02,ST-PHOTO-01,"SRC-1445,SRC-1446,SRC-1447,SRC-1448",Planning verification open,Technische Lese-/Schreibgrenze und Schreibziel-Allowlist samt aufgelösten Link-/Junction-Pfaden dokumentieren; isolierte Testdateien und lesende Archivkontrolle prüfen; bei fehlender oder unprüfbarer Trennung gefährdete Automatisierung stoppen.
TASK-COVR1-038-03,ST-PHOTO-01,"SRC-1449,SRC-1450,SRC-1451,SRC-1452",Planning verification open,"Geschütztes Vorher-Manifest für alle verwendeten Originale vor Lauf sichern; unabhängigen Nachvergleich, bedingten vollständigen Verzeichnisabgleich und Grenzen der jeweiligen Prüfaussage berichten."
TASK-COVR1-038-04,ST-PHOTO-01,"SRC-1452,SRC-1453",Planning verification open,"Bei unerwarteter Änderung sofort stoppen, Belege und ursprüngliches Manifest sichern, Vorfall melden und Wiederherstellung nur nach ausdrücklicher Vorfallfreigabe planen."
TASK-COVR1-039-01,ST-PHOTO-01,SRC-1454,Planning verification open,"Geschützte Speicherorte und Zugriffskreis für Quellpfade, Originalbilder und sensible Bildinformationen belegen; öffentlichen Webbestand und ungeschützte Prüfberichte separat auf Offenlegung prüfen."
TASK-COVR1-039-02,ST-WEB-03,"SRC-1455,SRC-1456,SRC-1457,SRC-1458,SRC-1461",Planning verification open,Je betroffener Web-/Foto-Story Guide-Regel und belegten Freigabeumfang prüfen; nötigen Vorschlag mit Scope/Impact/Vorschau-Status vorbereiten und Zwischenzustand bis zur konkreten Entscheidung dokumentieren.
TASK-COVR1-039-03,ST-WEB-03,"SRC-1462,SRC-1463,SRC-1464,SRC-1465",Planning verification open,"Nur nach belegter Freigabe Guide, zentrale Nutzer, nötige Skill-Verweise, Tests und Status abgleichen; Änderungsbeleg, Sichtprüfungsreferenzen sowie unveränderte Test-/Referenzqualität prüfen."
TASK-COVR1-040-01,ST-WEB-03,"SRC-1466,SRC-1468,SRC-1469,SRC-1470,SRC-1471,SRC-1472,SRC-1473",Planning verification open,"Für jeden betroffenen Web-Slice wesentliche geltende Regeln anhand stabiler Quellen/Versionen inventarisieren und Matrixfelder für Scope, tatsächliche Umsetzung, Prüfmethode, Ergebnis und Belege einzeln prüfen."
TASK-COVR1-040-02,ST-PHOTO-01,"SRC-1466,SRC-1469,SRC-1474,SRC-1475",Planning verification open,"Für jeden betroffenen Foto-Slice Matrixvollständigkeit, geschützte Daten, Ergebniszustand, echte Ausnahmen sowie Maschinen- und Sichtprüfbelege einschließlich konkretem Befund prüfen."
TASK-COVR1-040-03,ST-OPS-01,"SRC-1472,SRC-1473,SRC-1474,SRC-1475,SRC-1476",Planning verification open,"Matrixnachweise für betroffene Betriebsslices mit tatsächlichem Quellstand, Build und gegebenenfalls Live-Release abgleichen; lokale und Live-Ergebnisse, offene Abweichungen, echte Freigaben und Grenzen getrennt prüfen."
TASK-COVR1-041-03,ST-OPS-03,SRC-1648,Planned / blocked,"AC-COVR1-041-03: Nach dokumentierter Kanal-/Empfängerentscheidung beide Auslöser, tatsächliche Zustellung, Fehlerfall und Zustellstatus getrennt prüfen; bis dahin Nachrichtentransport aus. Implementation Verification offen."
TASK-COVR1-042-01,ST-BRD-04,SRC-1658,Deferred / decision open,"Nach mehreren Wochen realer Marvin-Nutzung Nutzungsbefund sichern; zusätzliche bestätigte Aktionen und kompakte Monitoringansicht getrennt entscheiden. Erinnerungen, wiederkehrende Wartung und Druckübersicht einzeln als optionale Kandidaten prüfen; je beauftragtem Ausbau Datenschutz- und Bedienentscheidung dokumentieren. Keine MVP-Umsetzung oder Freigabe ableiten."
TASK-0200,ST-CON-05,SRC-0472,Planned,"Das 1. Kurzformat ist eine eigenständig verständliche Fassung mit eigenem Schnitt, geprüftem Kontext und separater Abnahme. Es kann unabhängig vom zweiten Kurzformat und von der Website-Ergänzung ausgeliefert werden. Rechte, Personen- und Bildschutz sowie Releasefreigabe werden vor Veröffentlichung einzeln belegt."
TASK-0201,ST-CON-06,SRC-0472,Planned,"Das 2. Kurzformat ist eine eigenständig verständliche Fassung mit eigenem Schnitt, geprüftem Kontext und separater Abnahme. Es kann unabhängig vom zweiten Kurzformat und von der Website-Ergänzung ausgeliefert werden. Rechte, Personen- und Bildschutz sowie Releasefreigabe werden vor Veröffentlichung einzeln belegt."
TASK-0202,ST-CON-07,SRC-0472,Planned,Die Website-Ergänzung enthält nur belegte eigene Erfahrung und einzeln freigegebene Webderivate. Ihr Auslöser folgt ausschließlich der noch offenen Veröffentlichungsentscheidung; Longform allein oder das Gesamtpaket wird nicht vorweggenommen. Die Ergänzung besitzt eigene Acceptance Criteria und Prüfung.
TASK-0203,ST-CON-08,SRC-0472,Planned,"Nach 28 Tagen wird für den jeweiligen VAN-Inhalt ein Review mit den im Brief festgelegten Kennzahlen und Zielwerten dokumentiert. Rohwerte, Interpretation und offene Unsicherheiten sind unterscheidbar. Das Review verändert oder blockiert nicht rückwirkend die eigenständige Abnahme der Veröffentlichung."
TASK-0204,ST-CON-09,SRC-0473,Planned,"Das 1. Kurzformat ist eine eigenständig verständliche Fassung mit eigenem Schnitt, geprüftem Kontext und separater Abnahme. Es kann unabhängig vom zweiten Kurzformat und von der Website-Ergänzung ausgeliefert werden. Rechte, Personen- und Bildschutz sowie Releasefreigabe werden vor Veröffentlichung einzeln belegt."
TASK-0205,ST-CON-10,SRC-0473,Planned,"Das 2. Kurzformat ist eine eigenständig verständliche Fassung mit eigenem Schnitt, geprüftem Kontext und separater Abnahme. Es kann unabhängig vom ersten Kurzformat und von der Website-Ergänzung ausgeliefert werden. Rechte, Personen- und Bildschutz sowie Releasefreigabe werden vor Veröffentlichung einzeln belegt."
TASK-0206,ST-CON-11,SRC-0473,Planned,Die Website-Ergänzung enthält nur belegte eigene Erfahrung und einzeln freigegebene Webderivate. Ihr Auslöser folgt ausschließlich der noch offenen Veröffentlichungsentscheidung; Longform allein oder das Gesamtpaket wird nicht vorweggenommen. Die Ergänzung besitzt eigene Acceptance Criteria und Prüfung.
TASK-0207,ST-CON-12,SRC-0473,Planned,"Nach 28 Tagen wird für den jeweiligen EXPLORE-Inhalt ein Review mit den im Brief festgelegten Kennzahlen und Zielwerten dokumentiert. Rohwerte, Interpretation und offene Unsicherheiten sind unterscheidbar. Das Review verändert oder blockiert nicht rückwirkend die eigenständige Abnahme der Veröffentlichung."
TASK-0208,ST-CON-13,SRC-0473,Planned,"Das 1. Kurzformat ist eine eigenständig verständliche Fassung mit eigenem Schnitt, geprüftem Kontext und separater Abnahme. Es kann unabhängig vom zweiten Kurzformat und von der Website-Ergänzung ausgeliefert werden. Rechte, Personen- und Bildschutz sowie Releasefreigabe werden vor Veröffentlichung einzeln belegt."
TASK-0209,ST-CON-14,SRC-0473,Planned,"Das 2. Kurzformat ist eine eigenständig verständliche Fassung mit eigenem Schnitt, geprüftem Kontext und separater Abnahme. Es kann unabhängig vom ersten Kurzformat und von der Website-Ergänzung ausgeliefert werden. Rechte, Personen- und Bildschutz sowie Releasefreigabe werden vor Veröffentlichung einzeln belegt."
TASK-0210,ST-CON-15,SRC-0473,Planned,Die Website-Ergänzung enthält nur belegte eigene Erfahrung und einzeln freigegebene Webderivate. Ihr Auslöser folgt ausschließlich der noch offenen Veröffentlichungsentscheidung; Longform allein oder das Gesamtpaket wird nicht vorweggenommen. Die Ergänzung besitzt eigene Acceptance Criteria und Prüfung.
TASK-0211,ST-CON-16,SRC-0473,Planned,"Nach 28 Tagen wird für den jeweiligen MOVE-Inhalt ein Review mit den im Brief festgelegten Kennzahlen und Zielwerten dokumentiert. Rohwerte, Interpretation und offene Unsicherheiten sind unterscheidbar. Das Review verändert oder blockiert nicht rückwirkend die eigenständige Abnahme der Veröffentlichung."
TASK-0217,ST-BRD-05,SRC-0484,Planned,Board workflow: zwei Zeilen Fast Track/Scrum Board mit den fünf Spalten; nur bewusst eingeplante Tasks/To-dos einplanen; Fast Track nur für hoch/kritisch.
TASK-0218,ST-BRD-05,SRC-0485,Planned,"Board-Persistenz der geforderten Positionen/Claims/Verläufe; konkrete Tabellen-/Speichernamen sind Implementierungswahl, Verhalten und Transaktionsgrenzen sind maßgeblich."
TASK-0219,ST-BRD-03,SRC-0485,Planned,Warnungs-Persistenz: scrum_alert_inbox und scrum_alert_links ausschließlich in der eigenen Inbox-/Warnungs-Story.
TASK-0220,ST-BRD-05,SRC-0486,Planned,"Rollen-/CSRF-geschützte Board-, Position-, Move-, Claim- und History-Endpunkte; In-Arbeit-Übergang atomar, keine Teilzustände, sichere Audit-/Verlaufsdaten."
TASK-0221,ST-BRD-05,SRC-0491,Planned,"Board-Vertical-Slice mit Positiv-/Negativfällen für Migration, Berechtigung, CSRF, Transaktion, Idempotenz, Audit-Verlauf und Restore prüfen."
TASK-FA-0968-01,ST-SEO-01,SRC-0968,Existing / Verify,"Verify shared editor/seo.mjs path; after static regeneration run node tools/build-seo.mjs and confirm export-pages automatic invocation; record node --test editor/*.test.mjs. Run python tools/verify-seo.py only after the existing release authorization. Record current SHA, exact commands, results, and evidence; historical 2026-09-19 evidence is not current verification."
TASK-R6-SEO-04,ST-SEO-04,"SRC-0976,SRC-0977",Planned,"Norwegen-Reisebericht: belegte Etappen, Stellplätze, Reisezeiten und eigene Erfahrungen sichten; fehlende Fakten offen lassen; redaktionelle Freigabe und SEO-Fakten für genau diesen Bericht dokumentieren."
TASK-R6-SEO-05,ST-SEO-05,"SRC-0976,SRC-0977",Planned,"Sardinien-Reisebericht: belegte Etappen, Stellplätze, Reisezeiten und eigene Camper-/Mountainbike-Erfahrungen prüfen; unbelegte Kosten, Tipps oder Ergebnisse auslassen; Einzelfreigabe dokumentieren."
TASK-R6-SEO-06,ST-SEO-06,"SRC-0976,SRC-0977",Planned,Italien-Reisebericht: belegte Etappen der fünf Wochen und eigene Erfahrungen prüfen; fehlende Angaben offen lassen; Redaktionsfreigabe für genau diesen Bericht dokumentieren.
TASK-R6-SEO-07,ST-SEO-07,"SRC-0976,SRC-0042",Planned,HYMER Grand Canyon S CrossOver 2025: Modelljahr und Fahrzeugangaben ausschließlich aus belegten freigegebenen Fakten prüfen; Fotoentscheidung getrennt lassen.
TASK-R6-PHOTO-05,ST-PHOTO-05,"SRC-0525,SRC-0527",Planned / publication hold,Am unveränderten Projektderivat ausschließlich die bestätigten Masten präzise retuschieren; 100%-Artefaktprüfung durchführen und neues Derivat bis zur Einzelbildfreigabe zurückhalten.
TASK-INS-07-1213,ST-INS-07,SRC-1213,Planning verification open,Verify separate approved human-reviewed mapping and provenance when writing the Insights target.
TASK-INS-08-1213,ST-INS-08,SRC-1213,Planning verification open,Verify separate approved human-reviewed mapping and provenance when writing the Planner target.
TASK-INS-09-1213,ST-INS-09,SRC-1213,Planning verification open,Verify separate approved human-reviewed mapping and provenance when writing the Master Context target.
TASK-WEB-08-0539,ST-WEB-08,SRC-0539,Existing / Verify,"Verify only the dated, explicitly approved homepage card/spacing outcome; infer no new visual rule."
TASK-WEB-04-GALLERY,ST-WEB-04,SRC-0450,Existing / Verify,Verify the shared gallery standard on existing travel-report pages under their travel-story template.
TASK-WEB-05-GALLERY,ST-WEB-05,SRC-0450,Existing / Verify,Verify the shared gallery standard on Scott and retain the four documented preparation-profile exceptions.
TASK-0065-WEB05,ST-WEB-05,SRC-0458,Existing / Verify,"Verify complete English editorial text, saved language choice, and return to German on the bike-profile route; do not claim removed overview pages as current public routes."
